Line: 171, position 15: строк выравниваются по заданной позиции за счет
Line: 80570, position 63: вершин
Line: 80612, position 24: вершин
Line: 80622, position 24: вершин
Line: 80644, position 42: Требуется определить
Line: 80694, position 25: вершин
Line: 80701, position 19: вершин
Line: 80889, position 53: Требуется определить
Line: 81207, position 21: вершин
Line: 81221, position 41: вершин
Line: 81238, position 36: вершин
Line: 81253, position 47: вершин
Line: 81261, position 48: вершин
Line: 81342, position 30: вершин
Line: 81345, position 34: вершин
Line: 81365, position 41: вершин
Line: 81403, position 45: вершин
Line: 81404, position 39: вершин
Line: 81406, position 33: вершин
Line: 81422, position 30: вершин
Line: 81422, position 52: вершин
Line: 81423, position 42: вершин
Line: 81439, position 49: вершин
Line: 81729, position 15: строк выравниваются по заданной позиции за счет
Line: 81861, position 12: имеются очереди из кафедр
Line: 81921, position 62: вершин
Line: 82007, position 7: вершин
Line: 82011, position 34: вершин
Line: 82015, position 53: Требуется определить
Line: 82016, position 63: вершин
Line: 82021, position 53: Требуется определить
Line: 82023, position 35: вершин
Line: 82026, position 24: вершин
Line: 82038, position 9: вершин
Line: 82045, position 22: вершин
Line: 82046, position 25: вершин
Line: 82055, position 36: вершин
Line: 82064, position 55: вершин
Line: 82074, position 22: вершин
Line: 82078, position 16: правильность идентификаторов
Line: 82108, position 9: вершин
Line: 82158, position 9: вершин
Line: 82166, position 4: вершин
Line: 82168, position 35: вершин
Line: 82169, position 51: вершин
Line: 82172, position 14: вершин
Line: 82174, position 28: вершин
Line: 82183, position 34: вершин
Line: 82184, position 39: вершин
Line: 82239, position 11: вершин
Line: 82246, position 35: вершин
Line: 82246, position 55: вершин
Line: 82250, position 40: вершин
Line: 82343, position 63: вершин
Line: 82385, position 24: вершин
Line: 82395, position 24: вершин
Line: 82417, position 42: Требуется определить
Line: 82467, position 25: вершин
Line: 82474, position 19: вершин
Line: 82662, position 53: Требуется определить
Line: 82980, position 21: вершин
Line: 82994, position 41: вершин
Line: 83011, position 36: вершин
Line: 83026, position 47: вершин
Line: 83034, position 48: вершин
Line: 83115, position 30: вершин
Line: 83118, position 34: вершин
Line: 83138, position 41: вершин
Line: 83176, position 45: вершин
Line: 83177, position 39: вершин
Line: 83179, position 33: вершин
Line: 83195, position 30: вершин
Line: 83195, position 52: вершин
Line: 83196, position 42: вершин
Line: 83212, position 49: вершин
Line: 83502, position 15: строк выравниваются по заданной позиции за счет
Line: 83634, position 12: имеются очереди из кафедр
Line: 83694, position 62: вершин
Line: 83780, position 7: вершин
Line: 83784, position 34: вершин
Line: 83788, position 53: Требуется определить
Line: 83789, position 63: вершин
Line: 83794, position 53: Требуется определить
Line: 83796, position 35: вершин
Line: 83799, position 24: вершин
Line: 83811, position 9: вершин
Line: 83818, position 22: вершин
Line: 83819, position 25: вершин
Line: 83828, position 36: вершин
Line: 83837, position 55: вершин
Line: 83847, position 22: вершин
Line: 83851, position 16: правильность идентификаторов
Line: 83881, position 9: вершин
Line: 83931, position 9: вершин
Line: 83939, position 4: вершин
Line: 83941, position 35: вершин
Line: 83942, position 51: вершин
Line: 83945, position 14: вершин
Line: 83947, position 28: вершин
Line: 83956, position 34: вершин
Line: 83957, position 39: вершин
Line: 84012, position 11: вершин
Line: 84019, position 35: вершин
Line: 84019, position 55: вершин
Line: 84023, position 40: вершин
Line: 84116, position 63: вершин
Line: 84158, position 24: вершин
Line: 84168, position 24: вершин
Line: 84190, position 42: Требуется определить
Line: 84240, position 25: вершин
Line: 84247, position 19: вершин
Line: 84435, position 53: Требуется определить
Line: 84753, position 21: вершин
Line: 84767, position 41: вершин
Line: 84784, position 36: вершин
Line: 84799, position 47: вершин
Line: 84807, position 48: вершин
Line: 84888, position 30: вершин
Line: 84891, position 34: вершин
Line: 84911, position 41: вершин
Line: 84949, position 45: вершин
Line: 84950, position 39: вершин
Line: 84952, position 33: вершин
Line: 84968, position 30: вершин
Line: 84968, position 52: вершин
Line: 84969, position 42: вершин
Line: 84985, position 49: вершин
Line: 85275, position 15: строк выравниваются по заданной позиции за счет
Line: 85407, position 12: имеются очереди из кафедр
Line: 85467, position 62: вершин
Line: 85553, position 7: вершин
Line: 85557, position 34: вершин
Line: 85561, position 53: Требуется определить
Line: 85562, position 63: вершин
Line: 85567, position 53: Требуется определить
Line: 85569, position 35: вершин
Line: 85572, position 24: вершин
Line: 85584, position 9: вершин
Line: 85591, position 22: вершин
